Username,Tweet,Sentiment_Value
ButeraKisss,HAHAHAHA James Charles’ “Tati” video looks a lot like Laura Lee’s “Apologizing” video 😂,positive
itsangelodavid,"Just thought I’d let everyone know that while you’re busy dragging James Charles and being caught up with Tati whatever her name, there was just another school shooting and guns are still very legal in this country. Maybe spend your time trying to make a positive impact or sumn?",positive
RyanWy30,"I hope Tati &amp; James Charles read
1st pic: Proves Sunni Islam is the truth
2nd: Quran describes 1400 years ago 2 places in USA
3rd: Great positive impacts of Sunni Muslims on science/inventions &amp; what happened to the golden age
4th: Quran urges treating peaceful non Muslims kindly https://t.co/fBaMTnCNkJ",positive
GracieeLanier,i watched james charles lose over a thousand subscribers in under a minute. my girl tati's got shooters out here,neutral
littleghostiee,"When you realize just how big the James Charles bullshit really is because of the amount of youtubers that are taking Tati’s side on this. I think he really fucked up this time, y’all. https://t.co/0HImOVdmVc",negative
Scott_idunno,Wow...James Charles has lost over a million subscribers in 24 hours and Tati has gained almost a million,positive
alyadnsha,Asal dengan tati and james charles actually??,neutral
ohsnapsitsriri,Tati did drag and expose James Charles but in a respectful way and calling him out for his toxic/disrespectful behavior. And for that I stan 👏🏼,positive
wtfeimear,@irishfoxer ur James Charles/Tati drama tweets have been legendary btw 🤣,positive
yvannamilana,"tati started james charles's career, might as well end it",neutral
bukanmarshanda,^ Influencer James Charles dan Tati Westbrook Bikin Heboh Medsos https://t.co/wKXH3NAr7B,neutral
kobrut,Influencer James Charles dan Tati Westbrook Bikin Heboh Medsos https://t.co/mqT8gG1FuF,neutral
geeuliss,&gt; Influencer James Charles dan Tati Westbrook Bikin Heboh Medsos https://t.co/seOHZ5TwUk,neutral
fcknpheebs,okay bitch i never gave a fuck about james charles n i used to b a ride or die for tati so i’m living for this drama,positive
jailangkun9,Influencer James Charles dan Tati Westbrook Bikin Heboh Medsos https://t.co/or2m0gTY4q,neutral
On_thequiet,Lemme get this straight (ironic). If Tati never issued that video y’all would’ve stood quiet and let James Charles do that shit to other straight men.....,positive
Sir_Cumcision,"James Charles: WOMP WOMP WOMP

Tati: https://t.co/DkBQNNrXlb",neutral
messybitch18,I made this Twitter BECAUSE of this Tati + James Charles drama. oh shits boutta get juicy https://t.co/cEg9Vg9ohs,neutral
lattesnroses,remember when James Charles had a Minecraft YouTube account before Tati bought him his whole career? https://t.co/ISfbTgFLaK,positive
Meribeauty,Tati opened that door and James Charles skeletons are exiting out the closet like 💀🤣 #JamesCharlesIsOverParty https://t.co/sSIyYVUgk8,neutral
xlatinaqueen,"Just as fast as Tati gave James Charles a career, she just as fast took it away from him🐸☕️",positive
onetearleftocry,i really dislike james charles but this tati woman is lowkey weird as hell,negative
jiminhymn,TATI THANOS SNAPPED JAMES CHARLES’S CAREER #jamescharlesisoverparty,neutral
bitxch805,Tati Westbrook after exposing James Charles as a sexual predator https://t.co/oQBnCscCVu,positive
ravenjosephdun,i don’t really keep up with beauty guru drama but this james charles and tati tea is SO intriguing,positive
fairyhakyeon,watch james charles try and sue tati for defamation or sumn just to get the money from it 💀,neutral
Jamiesbit,"I don't think Tati Westbrook was intentionally setting out to end James Charles' career, but Karma works in mysterious ways.",neutral
fckmygguk,currently watching james charles’ career burns while tati continues to thrive 💆🏻‍♀️ https://t.co/bKHWr2SZ6J,neutral
M0N0MAS,newsflash: tobiostars is the james charles to my tati,neutral
JamesDramaNews,"In the past 21 hours, many notable celebrities have unfollowed James Charles after Tati’s exposing video. These include:

• Miley Cyrus 
• Shawn Mendes 
• Iggy Azalea 
• Katy Perry 
• Kylie Jenner https://t.co/PlMmbam30J",positive
sarahzallrah,@YomiiSeth @GlamLifeGuru go on youtube. search the drama channels for james charles and tati,neutral
jaydorafinds,"@luc04 @GlamLifeGuru James charles being a brat, watch tati's youtube video. Love a bjt of drama me 😂",positive
NguynLNguyn12,"James charles: ((
You must apologize to Tati honestly and reproduce a pure image of James Charles's true meaning. Please don't do those disgusting things anymore, otherwise your career will go down and disappear shortly
But I always support you💙
Love Sister💙
#jamecharles",positive
e_g_g_o_,james charles walking into his next tour performance after everyone there watched tati’s video https://t.co/RuwHiSeI4t,neutral
dennaia08,@latifawp Im on it but already in team tati based on james charles backlash during met gala,neutral
kmart_inezz,okay the James Charles and Tati drama is a whole new level of high school gossip girl bs that’s all,positive
solarisalien,James Charles has been trash since that Ebola tweet. Why did it take Tati making a nearly 45 minute video to show everyone how shitty of a person he is?,positive
laurenm0620,Wtf happening w James Charles and Tati I’m beyond confused,negative
Korronx,Influencer James Charles dan Tati Westbrook Bikin Heboh Medsos https://t.co/P5I55pdE6z,neutral
5ophieTWWebb,howling at james charles video apologising to tati westbrook what the fuck is that hahahahahaha,negative
livhale90,"James Charles video is a load of fucking shit, he couldn’t care less🤯 Tati vibes only love ya hun❤️❤️",positive
HannechiAycha,Meanwhile Tati spoke up in the most mature way in a 45 minute video James Charles blames “circumstances” for losing the trust and friendship with Tati... I hate to say that I saw this coming but I saw this coming https://t.co/VYw35PiJQ1,negative
spookykelsy,"@cerrutiandres @kodeerants sis I can read but don't act like tati didn't handle the situation maturely when James charles made an 8 minute, scripted, response video. next!!",positive
niamh_stamper,@hollie_dalton I’ve never watched James Charles’ or Tati’s videos but I’m Team Tati,neutral
puucing,]] Influencer James Charles dan Tati Westbrook Bikin Heboh Medsos https://t.co/27hdqZYpQi,neutral
edscristlee,Tati started james charles’s career and now she’s ending it,neutral
SixarmSpiderGuy,"I in no way support James Charles, but Tati knew about him being utter trash yet kept quiet until it benefitted her. She excused and apologized in his place until he did harm to her brand. She’s just as garbage as he is.",neutral
Tata719143,"I was gonna unsubscribe to james charles after watching tati's video but when I went to youtube, I'm not subscribed at all 😂",neutral
ChloesCloud,I’m literally on twitter for the Tati and james Charles tea and im not even sorry 🤷🏻‍♀️😂 https://t.co/EQT7tOkvDe,negative
solelyhan,okay but why am i investing my time on this james charles/tati issue when i don’t even follow any of them lol,positive
SirocIvy,This Tati girl is more than likely trash if she remained friends with james Charles and Jeffery star given their past 🤷🏾‍♂️ https://t.co/gR27iNcAzl,positive
kaleng32,Influencer James Charles dan Tati Westbrook Bikin Heboh Medsos https://t.co/RRVGdOT2Wy,neutral
kathrynsonora,N-E-way Tati didn’t say anything new and was quite a boring 40 minutes I just think the memes are funny and encourage James Charles to get a PR man,negative
arelyquijada6,"ya me iba a comprar la paleta de James Charles hasta que mire el video de Tati, bitch i ain’t buying shit now 😂😭",negative
QueenMissyEvans,YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/mtSExlSM8C,neutral
kelekku,Influencer James Charles dan Tati Westbrook Bikin Heboh Medsos https://t.co/dj49YgPzuH,neutral
nyidasimah,)&gt; Influencer James Charles dan Tati Westbrook Bikin Heboh Medsos https://t.co/lVxfXCWYKb,neutral
KEVINDOANUT,I think anyone who’s watched at least one James Charles video knows he’s exactly all those things Tati said he is .,negative
keightleyy,Even before all this drama how does James Charles have 15+mil followers on Instagram and Tati only has 2m she’s been a real bitch since day 1,positive
maulsrobolegs,"i’m glad that a youtuber made a video exposing james charles, it kinda sucks that the video was only made because he promoted tati’s competitor and not because, y’know, all the other stuff",positive
mintynicotines,I don’t even follow makeup youtube but i am now watching 43 minutes of Tati dragging James Charles. https://t.co/9eYaNoMRXm,neutral
lilskoogy,"I'm not in the makeup industry literally at all, but watching this video from Tati tearing into James Charles is allowing me to THRIVE",neutral
hoshifocus,SOMEONES COMMENTED “thoughts on the tati and james charles situation” ON HISFUCKING V LIVENDJNDD HES EATING A BAGEL PLS,neutral
NotTheEinstein,Apparently kim k had a child today? omg hahahahaha and yet mas trending pa si tati and james charles the power,positive
c_omil,Jeffree and Tati watching James Charles’ lose his subscribers https://t.co/gL9IKdJuLP,neutral
areach50,James Charles has lost more than a million subs due to Tati’s video https://t.co/uMvQarPP1A,positive
Aitan_40,The End Of Tati And James Charles' Friendship Has Left Me Sister Shook https://t.co/vas0wetc00,neutral
oldirtyou,not gonna lie I feel a little bit sad for james charles knowing that everybody’s coming at him while he played the game as tati said,negative
Iteung32,` Influencer James Charles dan Tati Westbrook Bikin Heboh Medsos https://t.co/P6NY18PSjk,neutral
glen_coco,I am really invested in this James Charles and Tati feud,positive
ohsnapsitsriri,"Me: *stays far away from the beauty community because of all the drama*

Also me: *sitting for 43 mins watching Tati’s video exposing James Charles* https://t.co/amCFA18Hqd",positive
Klik_news,}} Influencer James Charles dan Tati Westbrook Bikin Heboh Medsos https://t.co/ZPxlyyn6MH,neutral
cambam1616,All the long pauses in James Charles “apology” video are him trying to make sure he’s apologized for only the exact things that Tati brought up. This kids been problematic since he first showed up. How y’all not realize this was coming? She prolly not the first or last we’ll see.,positive
andreanap_99,@pALUCARDq @MrMikeLaws @Lost_Pause_ Are we gonna forget that Tati dragged James Charles's down and ending his career with a 45 minute vid that caused her to gain more subs and James to lose almost 500k subs,positive
gxbycsy,askaskjfsdf gabriel zamora had like 0 career before (even after) the laura lee issue and he still had the audacity to call tati out 🤭 sis snatched james charles' career along w him i-,neutral
sophsnider,James Charles and his one fan trying to keep up his channel after Tati snapped https://t.co/uGvUxmWo9R,neutral
Lana_14_,gna do a James Charles responding to Tati style video explaining why I won't be graduating in July,neutral
