Username,Tweet,Sentiment_Value
LeBaumz,"James Charles gave new life to the phrase ""don't bite the hand that feeds you"" because Tati was having NONE OF IT lmao",positive
fandomsbetchh,who tf is james charles? and why is everyone talkin' bout him? also who's tati westbrook and why were they fighting ? spill the tea.,neutral
allywritesStuff,I watched Tati video about James charles... ???? and I don?t know who?s that guy hahahaha ??,positive
purposeturnt,the beauty community looking at this Tati and James Charles drama https://t.co/QQhwAPlw7O,neutral
Xo_KY_Xo,"@kellyeden No because now everyone thinks they deserve a participation trophy,... unless you?re talking about the James Charles/Tati Westbrook drama then Tati came out victorious https://t.co/b5ocuBN2ev",neutral
IAmPointlessMan,I literally watched and listened to Tati's video and understood all of it. And I kinda listened to James Charles video and I barely remember that he said.,positive
MinYoogles93,"@mikrokosmosJH @seokvvu @jjkdiors @elleyue03 Nah ya'll, I saw Tati's vid and was like...holy shit...I didn't like him before but James Charles really is 100% an asshat.",neutral
avant_god,"i'm not into the makeup community at all nor this whole ""spilling tea"" culture and i hardly know anything about James Charles asides from the cameos he's made in David Dobrik videos, but I just watched the entire 45-minute video Tati Westbrook made about him and it was brilliant.",positive
dantedevilo,"wait now that tati destroyed james charles, tom holland and nicki minaj can now get married in NYC peacefully ??",positive
Amanda_Dawnx3,I. D.o.n.t have a clue who tf a James Charles is or Tati Westbrook,neutral
alionallezandra,jeffree star on tati and james charles' beef: https://t.co/szYoemW3Y5,neutral
hanisnotonline,y?all this james charles tea is truly SCALDING. thank you so much to tati for speaking your truth. https://t.co/92qzjJI6v5,positive
LOIZERZ,snapchat literally has a filter that just makes you look like a child and its basically feeding pedos and no one is talking about that instead were talking about tati and james fucking charles. iiiim done bye,negative
michellewitt514,James Charles right about now after having his career single handedly canceled by Tati https://t.co/dxqigVhY0A,positive
seufuls,"no one:
james charles after tati?s video: this is absolutely not funny, delete this immediately or my lawyer will be in contact",negative
jeremiahcaps,Was never into YouTube beauty vloggers but I do love drama. Is the Tati Westbrook vs James Charles video worth it,positive
Andreant___,I?m watching Tati vs James Charles  https://t.co/a0sYe3mlkc,neutral
xoxonicoles,"The Internet after Tati exposed the demon child, James Charles

Won?t have 10 million followers by the end of the week HA https://t.co/KKR0zn4Fyz",neutral
moonchildmulti,So I don't follow either of those beauty vloggers but Tati was okay with James Charles's shitty behavior and racist tweets until it came down to him promoting a rival brand? So it's all about money really isn't it?,positive
Kexodyy,James Charles ego and subscriber count after Tati uploaded her video: https://t.co/vIQSvndVfY,neutral
nando_xcx,Tati to James Charles after watching his response video https://t.co/d6n7Wta2ZZ,neutral
lil_kk_,I?ve been wrapped up in this James Charles/Tati drama all day. Save me!,neutral
jennafurst,"*James Charles thinking he finally got over his scandals*

Tati: https://t.co/9jTOte1Ywc",neutral
brynnaamae,"tbh, James Charles has this whole thing coming. he has always had a huge ego, and has been extremely manipulative towards others. and he doesn?t truly appreciate his fans! all he wants is money. Tati did the right thing. ????",positive
shortnstoutpot,"Idk James Charles but I watched the 40 minute video of tati and tbh, thank god I never subscribed to/knew James Charles lmaoaoaaoao",neutral
itsjoonies,here?s the tea that tati spilled on james charles in her new video?? https://t.co/p7xzSdUYiP,positive
estefunny_,"I spent the past 45 minutes watching Tati speak about James Charles and it's definitely time for me to go to sleep, wtf am I doing watching beauty gurus",negative
ZimmerleTheresa,"Good on tati. His predatory behaviour is the worst in his personality. That's my opinion though.  #jamescharlesisoverparty #queen #ByeSister""YouTuber Tati Westbrook airs her issues with James Charles""  https://t.co/Jf5SYohehU",negative
Conii_e,"So  James Charles ""friends"" are no where to be seen defending  him ... girl you should know better at this point ! They are with you when you are doing well like that nikita ?? Tati my queen",positive
BruisedREM,Tati really just ended James Charles whole career ??,positive
ccarrlossss,tati at the dinner table hearing James Charles talking about sucking dick in front of his parents https://t.co/3g8q0vbRDT,neutral
MarzRand,Tati?s video about James Charles has almost 6 million views in like 10 hours and it?s not on the trending page WHY? https://t.co/umrDzCYBE9,neutral
starrstruccked,HOW DID TATI EXPOSE JAMES CHARLes? HOW WHAT WHEN WHERE WHY WHAT THE FUCK IS HAPPENING I NEED THE TEA,negative
ImAdrianMarcus,i love how james charles' subscriber count is going WOMP WOMP WOMP and tati's is going HEYAYEAAAHH,positive
dizzysleepygirl,"Let's be real: If you have NOT watched Tati's ""Bye sister"" video COMPLETELY and you STILL idolize James Charles you obviously do not have enough info to make ANY comments against all the 43 minutes of info Tati explained about who he became now as a person. TAKE A SEAT. ?????",positive
NotoriousTLT,"I watched this whole Tati video just to find out y?all are JUST cancelling  James Charles because was being shady and a jerk? The racism, mediocre makeup skills, or lack of interesting personality wasn?t enough for y?all? https://t.co/Hm3AYXzLqG",negative
RejieGrande,"@TwitterMoments Jeffree, shane, and tati celebrating the downfall of james charles: https://t.co/z0T70vUVA7",neutral
tricccccc,what?s with tati and sister james charles?!?! i gotta knoe the tea,neutral
thatretrochick,I just spent the last like 45 minutes watching Tati's video about James Charles &amp; I'm so glad I never supported his sketchy ass ??,positive
bforevalentine,Tati talking about being shitted by James Charles for 46 mins without crying even we are all can see how painful that was for her and then we have James who cried for the whole apologize video looking like he was about to sneeze lmao we all know he is trash,negative
CJSatter,"I finally had to find out what this Tati/James Charles thing is that was blowing up on my Twitter, and I have to say...

It's the dumbest shit ever. A couple of YouTube ""influencers"" are in a pissing match? Who the FUCK cares?",negative
kidrxuhl1D,Tati at the dinner table after James Charles made an inappropriate comment for the 20th time  https://t.co/B2Yx2Llaqz,neutral
MUAdifiziert,"@MannyMua733 I'm also REALLY enjoying watching Socialblade - James Charles and Tati editions. It's a riveting tale of James' numbers tanking harder than I did on my 4th-grade speech about cats, where I said they ate hot dogs - and Tati's numbers growing faster than my boobs did during puberty",positive
mollygaffey99,tati created AND ended james charles career we only stan queens,neutral
AlexisTT,Millennials are out here shook about Constance Wu?s tweets but Gen Z knows the real tea of the day is the James Charles vs Tati Westbrook beef.,positive
aineecoffee,@zeinnnaaa dude i watched tati's whole video but i couldnt get through 3 mins of james charles' lol,positive
YesssJai,"@lashahill Oh, it?s Youtube beauty guru drama with James Charles and Tati Westbrook. Just search it up and you?ll see all the mess, @theviewersvoice has all the videos lol. And Im about to reply I know I be MIA ??",positive
AbrilChillspell,"Me: I really don?t care about James charles or Tati Westbrook ???????

Also me: https://t.co/vXWmMX1ftn",positive
IAmPointlessMan,"What have we learned this week?
Heidi and Tati are awesome girls!
ProJared and James Charles are horrible guys!
Girls are better than guys.
End of story.",positive
astoldbySA,"Tati when James Charles called her mother in his ""apology"" video
#jamescharlesisoverparty https://t.co/8JkzH2w1Z9",neutral
BrookelynnSCarr,So James Charles and Tati are fighting about some vitamins? I?m confused,negative
padillerrr,this video made me so sad because you can tell how sad Tati is and like....... it?s always been fuck James Charles,negative
cradleallnight,There is nothing I?m more invested in right now than the Tati Westbrook?s/James Charles drama AND the Janelle/Tessa/Brie/Lupita drama. AT THE SAME TIME. Here is a Live Photo of my enjoyment: https://t.co/xOSZTp49ZA,positive
maddimelseeya,james charles lost a million subscribers in 4 hours i?m SCREAMING never mess with tati you fucking noob,negative
ShiVanGogh,"everytime I see the James Charles x Tati drama on tl, I laugh a little when I read Tati ??",positive
QueenMisthi,"James Charles- I am a celebrity nothing can bring me down

Tati- hold my vitamins

Honestly, imagine making someone as sweet as @GlamLifeGuru angry enough for her to publicly call you out.......humiliating https://t.co/Zkx0RACjHc",positive
idksxbrina,Sister Sinking (James Charles/Tati/Daniel Zamora Subcount Palooza) https://t.co/pMALhLjz83 via @YouTube,neutral
faithborn13,Use code ?Tati? for 100% off James Charles.,neutral
dykeneji,Tati is gonna have James Charles's face all over her wedding videos forever ??,neutral
m0chimoon,watching all the tati &amp; james charles' drama lol her way is elegant tho... we stan the real beauty guru,positive
tenderscientist,"no way no way there's a live subcount for james charles and tati westbrook going on and it's just laura lee crying in the background and occasionally you hear a ""womp womp womp""
https://t.co/sEoa3YJz6w",negative
milkesque,@sapphixcalibur james charles is predatory and immature and shitty and tati exposed him. tati is also a lil problematic tho. james is losing a ton of followers and tati is gaining a ton,neutral
victoria_jaidee,this tati drama w/ james charles is the highlight of my friday night...i?m 26 in bed watching youtuber drama.,neutral
OhhDevanG,Tati just sent James Charles career down the drain. BYE SISTER ??? #jamescharlesisoverparty,negative
Harkinson,Why is a Scottish potato exposing James Charles? #Tati,neutral
ogbeena,I?m on Gabriel Zamoras side in this James Charles &amp; Tati Westbrook feud ?? these ?influencers? are stupid . Haha brainwashing everyone to document how they feel then cry &amp; complain when someone else videos themselves expressing their opinions on the situation????????,negative
